Fiscal Year,Contracting Agency ID,Contracting Agency Name,Product or Service Code,Product or Service Description,Base and Exercised Options Value,Base and All Options Value (Total Contract Value),Non Government Dollars,Dollars Obligated,Number of Actions,Number of Records
2019,7001,OFFICE OF PROCUREMENT OPERATIONS,AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$8,868,067.43 ","$8,874,355.71 ","$199,557.00 ","$8,868,067.43 ",46 ,46 
2019,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2019,1700,DEPT OF THE NAVY,AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),"$261,262.66 ","$261,262.66 ",$0.00 ,"$261,262.66 ",4 ,4 
2019,2100,DEPT OF THE ARMY,AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),"$9,551,803.29 ","$23,275,751.02 ",$0.00 ,"$9,500,169.51 ",21 ,21 
2019,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2019,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),"$48,879,895.00 ","$48,879,895.00 ","$22,000,000.00 ","$69,972,343.00 ",16 ,16 
2019,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),"$7,250,000.00 ","$6,250,000.00 ",$0.00 ,"$6,341,090.51 ",4 ,4 
2019,1700,DEPT OF THE NAVY,AZ14,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),"$320,150.00 ","$320,150.00 ",$0.00 ,"$320,150.00 ",2 ,2 
2019,2100,DEPT OF THE ARMY,AZ14,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),"$339,873,635.73 ","$391,517,446.07 ",$0.00 ,"$255,889,040.66 ",54 ,54 
2019,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"$18,501,421.58 ","$22,243,109.48 ",$0.00 ,"$18,243,083.62 ",32 ,32 
2019,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"$4,536,470.00 ","$4,536,470.00 ",$0.00 ,"$4,536,470.00 ",1 ,1 
2019,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),AZ17,R&D- OTHER RESEARCH AND DEVELOPMENT (COMMERCIALIZED),"$360,000.00 ","$360,000.00 ",$0.00 ,"$360,000.00 ",8 ,8 
2019,2100,DEPT OF THE ARMY,B599,SPECIAL STUDIES/ANALYSIS- OTHER,"$18,526,618.00 ","$17,017,062.00 ",$0.00 ,"$18,526,618.00 ",5 ,5 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,B599,SPECIAL STUDIES/ANALYSIS- OTHER,"$1,281,224.92 ",$0.00 ,$0.00 ,"$1,281,224.92 ",1 ,1 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,C119,OTHER BUILDINGS,"($40,992,889.15)","($40,992,889.15)",$0.00 ,"($40,992,889.15)",1 ,1 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,C1BE,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT TERMINALS,"$52,528,342.81 ","$52,535,226.54 ","$884,290.78 ","$48,107,400.81 ",61 ,61 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,"($32,814,645.47)","($24,369,448.03)",$0.00 ,"($32,814,645.47)",3 ,3 
2019,2100,DEPT OF THE ARMY,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,"$42,220,360.04 ","$53,082,689.37 ",$0.00 ,"$42,220,360.04 ",34 ,34 
2019,9776,USTRANSCOM,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,"$97,994,736.86 ","$127,010,688.52 ",$0.00 ,"$31,220,228.62 ",4 ,4 
2019,97CY,U.S. CYBER COMMAND,D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,"$655,268.97 ","$4,405,304.80 ",$0.00 ,"$655,268.97 ",3 ,3 
2019,5700,DEPT OF THE AIR FORCE,D305,"IT AND TELECOM - TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING","$296,489.00 ","$296,489.00 ",$0.00 ,"$296,489.00 ",1 ,1 
2019,2100,DEPT OF THE ARMY,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2019,5700,DEPT OF THE AIR FORCE,D325,IT AND TELECOM- DATA CENTERS AND STORAGE,"$293,603,235.88 ","$293,603,235.88 ",$0.00 ,"$177,233,007.19 ",15 ,15 
2019,1700,DEPT OF THE NAVY,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,"$626,202.59 ","$626,202.59 ",$0.00 ,"$626,202.59 ",1 ,1 
2019,5700,DEPT OF THE AIR FORCE,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,"$1,186,060.22 ","$1,186,060.22 ",$0.00 ,"$1,186,060.22 ",11 ,11 
2019,97AK,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,"$2,999,004.72 ","$2,999,004.72 ",$0.00 ,"$2,999,004.72 ",1 ,1 
2019,5700,DEPT OF THE AIR FORCE,J010,MAINT/REPAIR/REBUILD OF EQUIPMENT- WEAPONS,"$1,320,643.00 ","$1,320,643.00 ",$0.00 ,"$1,320,643.00 ",8 ,8 
2019,2100,DEPT OF THE ARMY,K070,MODIFICATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,"$984,620.04 ","$984,620.04 ",$0.00 ,"$984,620.04 ",2 ,2 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,N063,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","$8,747,482.40 ","$8,747,482.40 ",$0.00 ,"$8,747,482.40 ",3 ,3 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,N067,INSTALLATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT,"($2,192,094.18)","($2,192,094.18)",$0.00 ,"($2,192,094.18)",3 ,3 
2019,7001,OFFICE OF PROCUREMENT OPERATIONS,Q402,MEDICAL- NURSING HOME CARE CONTRACTS,"$479,123.92 ","$966,200.08 ",$0.00 ,"$479,123.92 ",2 ,2 
2019,1700,DEPT OF THE NAVY,R415,SUPPORT- PROFESSIONAL: TECHNOLOGY SHARING/UTILIZATION,"$531,827.27 ","$531,827.27 ",$0.00 ,"$531,827.27 ",3 ,3 
2019,1700,DEPT OF THE NAVY,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"$2,653,426.54 ","$2,653,426.54 ",$0.00 ,"$2,653,426.54 ",2 ,2 
2019,2100,DEPT OF THE ARMY,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"$34,664,247.33 ","$210,620,945.04 ",$0.00 ,"$31,849,521.33 ",16 ,16 
2019,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2019,97F5,WASHINGTON HEADQUARTERS SERVICES (WHS),R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"$4,700,000.00 ","$7,405,488.00 ",$0.00 ,"$4,700,000.00 ",3 ,3 
2019,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"$7,019,055.94 ","$7,019,055.94 ",$0.00 ,"$3,800,000.00 ",3 ,3 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,"$10,748,836.08 ","$10,748,836.08 ",$0.00 ,"$2,060,000.00 ",1 ,1 
2019,1700,DEPT OF THE NAVY,R499,SUPPORT- PROFESSIONAL: OTHER,$0.01 ,$0.01 ,$0.00 ,$0.00 ,1 ,1 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,R499,SUPPORT- PROFESSIONAL: OTHER,"$33,622,189.98 ","$954,106.74 ",$0.00 ,"$33,773,689.98 ",249 ,249 
2019,97AS,DEFENSE LOGISTICS AGENCY,R499,SUPPORT- PROFESSIONAL: OTHER,"$600,000.00 ","$600,000.00 ",$0.00 ,"$600,000.00 ",2 ,2 
2019,97AV,DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY,R499,SUPPORT- PROFESSIONAL: OTHER,"$66,230,486.14 ","$75,882,758.62 ",$0.00 ,"$19,170,615.73 ",5 ,5 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,R615,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2019,1700,DEPT OF THE NAVY,R799,SUPPORT- MANAGEMENT: OTHER,"$1,006,116,758.35 ","$1,075,116,758.35 ",$0.00 ,"$6,099,700.00 ",6 ,6 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,S112,UTILITIES- ELECTRIC,"$19,281,728.99 ","$34,788,440.65 ","($1,347.22)","$18,286,501.08 ",174 ,174 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,S119,UTILITIES- OTHER,"$72,267.72 ","$72,267.72 ",$0.00 ,"$72,267.72 ",1 ,1 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,"$535,182.42 ","$1,098,711.74 ","($5,258.59)","$733,709.38 ",11 ,11 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,S206,HOUSEKEEPING- GUARD,"$45,655,607.44 ","$38,624,542.17 ","($199,514.72)","$45,655,607.24 ",604 ,604 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,S211,HOUSEKEEPING- SURVEILLANCE,"($260,166.59)","($260,166.59)",$0.00 ,"($260,166.59)",4 ,4 
2019,2100,DEPT OF THE ARMY,T014,PHOTO/MAP/PRINT/PUBLICATION- TOPOGRAPHY,"$1,464,000.00 ","$1,464,000.00 ",$0.00 ,"$3,339,522.00 ",7 ,7 
2019,5700,DEPT OF THE AIR FORCE,U099,EDUCATION/TRAINING- OTHER,"$403,591.41 ","$403,591.41 ",$0.00 ,"$403,591.41 ",2 ,2 
2019,2100,DEPT OF THE ARMY,V126,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: SPACE TRANSPORTATION/LAUNCH,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,X129,LEASE-RENT OF OTHER AIRFIELD STRUCT,($48.58),($48.58),$0.00 ,($48.58),1 ,1 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,X1BE,LEASE/RENTAL OF AIRPORT TERMINALS,"($30,751.23)","($30,751.23)",$0.00 ,"($30,751.23)",1 ,1 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,X1LZ,LEASE/RENTAL OF PARKING FACILITIES,"$396,247.14 ","$764,311.14 ",$0.00 ,"$396,247.14 ",11 ,11 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,Y1BE,CONSTRUCTION OF AIRPORT TERMINALS,"$82,330,653.96 ","$82,330,653.96 ",$0.00 ,"$82,207,311.00 ",9 ,9 
2019,7013,TRANSPORTATION SECURITY ADMINISTRATION,Z2BE,REPAIR OR ALTERATION OF AIRPORT TERMINALS,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2020,1700,DEPT OF THE NAVY,1005,"GUNS, THROUGH 30MM","$9,979,768.81 ","$9,979,768.81 ",$0.00 ,"$4,989,884.90 ",1 ,1 
2020,2100,DEPT OF THE ARMY,1005,"GUNS, THROUGH 30MM","$7,965,019.94 ","$7,965,019.94 ",$0.00 ,"$53,072,347.37 ",55 ,55 
2020,2100,DEPT OF THE ARMY,1025,"GUNS, OVER 150MM THROUGH 200MM","$9,954.60 ","$9,954.60 ",$0.00 ,"$9,954.60 ",5 ,5 
2020,2100,DEPT OF THE ARMY,1090,ASSEMBLIES INTERCHANGEABLE BETWEEN WEAPONS IN TWO OR MORE CLASSES,"$371,399.00 ","$371,399.00 ",$0.00 ,"$371,399.00 ",2 ,2 
2020,2100,DEPT OF THE ARMY,1095,MISCELLANEOUS WEAPONS,"$11,491,785.20 ","$17,732,178.38 ",$0.00 ,"$11,491,785.20 ",14 ,14 
2020,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),1095,MISCELLANEOUS WEAPONS,"$984,042.95 ","$984,042.95 ",$0.00 ,"$984,042.95 ",6 ,6 
2020,1700,DEPT OF THE NAVY,1240,OPTICAL SIGHTING AND RANGING EQUIPMENT,($1.00),($1.00),$0.00 ,"$4,710,310.00 ",8 ,8 
2020,2100,DEPT OF THE ARMY,1240,OPTICAL SIGHTING AND RANGING EQUIPMENT,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2020,2100,DEPT OF THE ARMY,1290,MISCELLANEOUS FIRE CONTROL EQUIPMENT,"$49,200.00 ","$49,200.00 ",$0.00 ,"$49,200.00 ",1 ,1 
2020,2100,DEPT OF THE ARMY,1305,"AMMUNITION, THROUGH 30MM","$2,114,158.40 ","$2,642,658.40 ",$0.00 ,"$2,114,158.40 ",6 ,6 
2020,2100,DEPT OF THE ARMY,1310,"AMMUNITION, OVER 30MM UP TO 75MM","$2,261,759.38 ","$2,261,759.38 ",$0.00 ,"$2,261,759.38 ",3 ,3 
2020,1700,DEPT OF THE NAVY,1340,"ROCKETS, ROCKET AMMUNITION AND ROCKET COMPONENTS","$68,357,422.92 ","$68,357,422.92 ",$0.00 ,"$7,531,920.59 ",4 ,4 
2020,1700,DEPT OF THE NAVY,1367,"TACTICAL SETS, KITS, AND OUTFITS","$194,068.63 ","$194,068.63 ",$0.00 ,"$194,068.63 ",2 ,2 
2020,2100,DEPT OF THE ARMY,1386,UNDERWATER USE EXPLOSIVE ORDNANCE DISPOSAL AND SWIMMER WEAPONS SYSTEMS TOOLS AND EQUIPMENT,"$6,756,835.64 ","$6,756,835.64 ",$0.00 ,"$6,756,835.64 ",8 ,8 
2020,2100,DEPT OF THE ARMY,1395,MISCELLANEOUS AMMUNITION,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,2100,DEPT OF THE ARMY,1410,GUIDED MISSILES,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,2100,DEPT OF THE ARMY,1420,GUIDED MISSILE COMPONENTS,"$384,238,000.00 ","$384,238,000.00 ",$0.00 ,"$215,749,637.00 ",13 ,13 
2020,1700,DEPT OF THE NAVY,1425,"GUIDED MISSILE SYSTEMS, COMPLETE","$21,294,598.80 ","$21,294,598.80 ",$0.00 ,"$52,164,064.27 ",31 ,31 
2020,5700,DEPT OF THE AIR FORCE,1510,"AIRCRAFT, FIXED WING","$44,363,177.16 ","$70,280,900.00 ",$0.00 ,"$44,363,177.16 ",6 ,6 
2020,2100,DEPT OF THE ARMY,1520,"AIRCRAFT, ROTARY WING","$2,537,782.00 ","$2,537,782.00 ",$0.00 ,"$1,506,931.47 ",1 ,1 
2020,1700,DEPT OF THE NAVY,1550,UNMANNED AIRCRAFT,"$1,159,144.96 ","$1,848,830.42 ",$0.00 ,"$1,159,144.96 ",3 ,3 
2020,1700,DEPT OF THE NAVY,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,"$5,960,064.89 ","$3,217,054.74 ",$0.00 ,"$6,194,747.76 ",8 ,8 
2020,5700,DEPT OF THE AIR FORCE,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2020,2100,DEPT OF THE ARMY,1725,SPACE VEHICLE LAUNCHERS,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2020,5700,DEPT OF THE AIR FORCE,2310,PASSENGER MOTOR VEHICLES,"$1,339,748.00 ","$1,339,748.00 ",$0.00 ,"$1,339,748.00 ",3 ,3 
2020,1700,DEPT OF THE NAVY,2330,TRAILERS,"$59,778.94 ","$59,778.94 ",$0.00 ,"$59,778.94 ",1 ,1 
2020,5700,DEPT OF THE AIR FORCE,2845,ROCKET ENGINES AND COMPONENTS,"$544,677.00 ","$544,677.00 ","$544,678.00 ","$22,544,677.00 ",7 ,7 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),2845,ROCKET ENGINES AND COMPONENTS,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,2100,DEPT OF THE ARMY,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,"$16,950.00 ","$16,950.00 ",$0.00 ,"$16,950.00 ",1 ,1 
2020,2100,DEPT OF THE ARMY,4230,DECONTAMINATING AND IMPREGNATING EQUIPMENT,"$900,000.00 ","$900,000.00 ",$0.00 ,"$900,000.00 ",1 ,1 
2020,97AS,DEFENSE LOGISTICS AGENCY,4240,SAFETY AND RESCUE EQUIPMENT,"$343,960.00 ","$343,960.00 ",$0.00 ,"$343,960.00 ",4 ,4 
2020,2100,DEPT OF THE ARMY,5810,COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS,"$600,000.00 ","$600,000.00 ",$0.00 ,"$1,082,340.00 ",3 ,3 
2020,5700,DEPT OF THE AIR FORCE,5826,"RADIO NAVIGATION EQUIPMENT, AIRBORNE","$14,547,223.00 ","$223,223.00 ",$0.00 ,"$19,324,506.45 ",14 ,14 
2020,5700,DEPT OF THE AIR FORCE,5840,"RADAR EQUIPMENT, EXCEPT AIRBORNE","$1,985,005.11 ","$1,985,005.11 ",$0.00 ,"$1,985,005.11 ",8 ,8 
2020,1700,DEPT OF THE NAVY,5865,"ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT","$4,202,553.19 ","$4,202,553.19 ","$2,031,872.00 ","$4,202,553.19 ",2 ,2 
2020,2100,DEPT OF THE ARMY,5895,MISCELLANEOUS COMMUNICATION EQUIPMENT,"$233,549,343.49 ","$7,910,374.75 ",$0.00 ,"$233,549,343.49 ",14 ,14 
2020,1700,DEPT OF THE NAVY,5998,"ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE","$274,966.92 ","$274,966.92 ",$0.00 ,"$274,966.92 ",1 ,1 
2020,1700,DEPT OF THE NAVY,6115,"GENERATORS AND GENERATOR SETS, ELECTRICAL","$749,000.00 ","$749,000.00 ",$0.00 ,"$749,000.00 ",2 ,2 
2020,2100,DEPT OF THE ARMY,6140,"BATTERIES, RECHARGEABLE","$2,437,731.00 ","$2,437,731.00 ",$0.00 ,"$1,977,731.00 ",3 ,3 
2020,1700,DEPT OF THE NAVY,6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","$1,575,000.00 ","$1,575,000.00 ",$0.00 ,"$1,575,000.00 ",2 ,2 
2020,7013,TRANSPORTATION SECURITY ADMINISTRATION,6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","$3,963,481.03 ","$3,963,481.03 ",$0.00 ,"$3,963,481.03 ",8 ,8 
2020,2100,DEPT OF THE ARMY,6605,NAVIGATIONAL INSTRUMENTS,"$496,647.00 ","$3,996,647.00 ",$0.00 ,"$496,647.00 ",2 ,2 
2020,1700,DEPT OF THE NAVY,6615,AUTOMATIC PILOT MECHANISMS AND AIRBORNE GYRO COMPONENTS,"$17,150,978.36 ","$17,150,978.36 ",$0.00 ,"$7,295,701.49 ",3 ,3 
2020,1700,DEPT OF THE NAVY,6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS,"$4,128,153.43 ","$4,128,153.43 ","$407,097.79 ","$4,128,153.43 ",1 ,1 
2020,2100,DEPT OF THE ARMY,6660,METEOROLOGICAL INSTRUMENTS AND APPARATUS,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2 ,2 
2020,2100,DEPT OF THE ARMY,6810,CHEMICALS,"$769,000.00 ","$769,000.00 ",$0.00 ,"$769,000.00 ",1 ,1 
2020,1700,DEPT OF THE NAVY,6910,TRAINING AIDS,"$9,597,490.21 ","$9,597,490.21 ",$0.00 ,"$9,597,490.21 ",3 ,3 
2020,2100,DEPT OF THE ARMY,6910,TRAINING AIDS,"$79,688,178.84 ","$87,917,741.57 ",$0.00 ,"$113,648,194.67 ",101 ,101 
2020,1700,DEPT OF THE NAVY,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,"$48,865,321.74 ","$48,865,321.74 ",$0.00 ,"$19,993,282.97 ",24 ,24 
2020,1700,DEPT OF THE NAVY,7030,INFORMATION TECHNOLOGY SOFTWARE,"$400,459.00 ","$400,459.00 ",$0.00 ,"$400,459.00 ",7 ,7 
2020,2100,DEPT OF THE ARMY,7030,INFORMATION TECHNOLOGY SOFTWARE,"$1,432,131.25 ","$46,432,131.25 ",$0.00 ,"$1,432,131.25 ",8 ,8 
2020,5700,DEPT OF THE AIR FORCE,7030,INFORMATION TECHNOLOGY SOFTWARE,"$133,101,435.81 ","$139,710,339.81 ",$0.00 ,"$63,470,050.00 ",26 ,26 
2020,1700,DEPT OF THE NAVY,8465,INDIVIDUAL EQUIPMENT,"$2,408,235.00 ","$2,408,235.00 ",$0.00 ,"$1,750,000.00 ",2 ,2 
2020,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),8465,INDIVIDUAL EQUIPMENT,"$1,202,446.98 ","$1,685,401.98 ",$0.00 ,"$1,202,446.98 ",6 ,6 
2020,5700,DEPT OF THE AIR FORCE,8475,SPECIALIZED FLIGHT CLOTHING AND ACCESSORIES,"$14,000,000.00 ","$14,000,000.00 ",$0.00 ,"$2,875,000.00 ",8 ,8 
2020,2100,DEPT OF THE ARMY,9330,PLASTICS FABRICATED MATERIALS,"($2,673.95)","($2,673.95)",$0.00 ,"($2,673.95)",2 ,2 
2020,5700,DEPT OF THE AIR FORCE,9999,MISCELLANEOUS ITEMS,"$19,500.00 ","$19,500.00 ",$0.00 ,"$19,500.00 ",1 ,1 
2020,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),9999,MISCELLANEOUS ITEMS,"$1,941,067.29 ","$3,400,020.11 ",$0.00 ,"$1,941,067.29 ",2 ,2 
2020,2100,DEPT OF THE ARMY,AC12,R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,"$289,816,620.00 ",18 ,18 
2020,5700,DEPT OF THE AIR FORCE,AC12,R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$10,166,413.00 ","$44,281,385.00 ",$0.00 ,"$10,166,413.00 ",2 ,2 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AC12,R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,1700,DEPT OF THE NAVY,AC14,R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT),"$3,734,233.29 ","$3,965,275.37 ",$0.00 ,"$2,599,090.00 ",3 ,3 
2020,2100,DEPT OF THE ARMY,AC14,R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT),"$13,077,850.00 ","$13,077,850.00 ",$0.00 ,"$12,634,240.00 ",5 ,5 
2020,5700,DEPT OF THE AIR FORCE,AC14,R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT),"$25,978,150.00 ",$0.00 ,$0.00 ,"$25,978,150.00 ",4 ,4 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AC15,R&D- DEFENSE SYSTEM: AIRCRAFT (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,AC15,R&D- DEFENSE SYSTEM: AIRCRAFT (OPERATIONAL SYSTEMS DEVELOPMENT),"$3,603,907.00 ","$3,603,907.00 ",$0.00 ,"$3,603,907.00 ",15 ,15 
2020,97ZS,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),AC15,R&D- DEFENSE SYSTEM: AIRCRAFT (OPERATIONAL SYSTEMS DEVELOPMENT),"$10,628,301.10 ","$10,628,301.10 ",$0.00 ,"$10,628,301.10 ",9 ,9 
2020,2100,DEPT OF THE ARMY,AC21,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH),"$1,520,691.00 ","$1,520,691.00 ",$0.00 ,"$1,520,691.00 ",2 ,2 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AC21,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,5700,DEPT OF THE AIR FORCE,AC22,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$1,261,378,764.96 ","$1,261,378,764.96 ",$0.00 ,"$356,001,572.02 ",28 ,28 
2020,2100,DEPT OF THE ARMY,AC23,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT),"$12,299,786.00 ","$37,976,614.00 ",$0.00 ,"$12,299,786.00 ",2 ,2 
2020,9763,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),AC23,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,97JC,MISSILE DEFENSE AGENCY (MDA),AC23,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT),"$79,948,980.00 ","$79,948,980.00 ",$0.00 ,"$79,948,980.00 ",30 ,30 
2020,1700,DEPT OF THE NAVY,AC24,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,$0.00 ,1 ,1 
2020,2100,DEPT OF THE ARMY,AC41,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (BASIC RESEARCH),"$123,467,937.46 ","$892,133.00 ",$0.00 ,"$123,467,937.46 ",33 ,33 
